URLs Downloaded, Size(KB), # of Outlinks Found, Content Type
https://www.latimes.com/espanol/eeuu/articulo/2021-09-10/beca-de-la-fundacion-gates-busca-atraer-latinos-a-carreras-tecnologicas, 253, 84, text/html
https://www.latimes.com/world-nation/story/2021-09-14/founder-south-korea-biggest-church-cho-yong-gi-dies, 275, 127, text/html
https://www.latimes.com/brandpublishing, 328, 145, text/html
https://www.latimes.com/local/obituaries/la-me-billy-milligan-20141218-story.html, 261, 126, text/html
https://www.latimes.com/entertainment-arts/tv/story/2021-09-21/tv-ratings-story-for-the-week-of-sept-13-19-wed-sept-22-2021, 287, 127, text/html
https://www.latimes.com/science/story/2021-09-22/cdc-panel-tackles-who-needs-booster-shot-of-covid-vaccine, 280, 130, text/html
https://www.latimes.com/world-nation/story/2021-09-17/pentagon-reverses-itself-calls-deadly-kabul-strike-an-error, 309, 120, text/html
https://www.latimes.com/travel/story/2021-09-22/mt-whitney-hiking-jack-ryan-greener-spinal-cord-paraplegia-injury, 342, 125, text/html
https://www.latimes.com/sports/olympics/story/2021-09-22/simone-biles-mental-health-empowerment-olympics-gymnastics-tour, 302, 139, text/html
https://www.latimes.com/about/virtual-events?utm_campaign=virtual_events&utm_medium=homepagebarker&utm_source=LATIMES, 210, 130, text/html
https://www.latimes.com/lifestyle/story/2020-03-14/dating-since-eight-grade-will-it-last, 291, 133, text/html
https://www.latimes.com/espanol/comida, 269, 91, text/html
https://www.latimes.com/entertainment-arts/business/story/2021-09-21/disney-channel-gary-marsh-switches-to-producer-role, 283, 130, text/html
https://www.latimes.com/espanol/eeuu/articulo/2021-09-22/columna-de-adictos-y-adicciones-una-es-demasiado-y-mil-no-son-suficientes, 239, 82, text/html
https://www.latimes.com/politics/story/2021-09-22/harris-to-meet-thursday-with-india-prime-minister, 270, 128, text/html
https://www.latimes.com/california/story/2021-09-20/photos-windy-fire-continues-to-burn-along-the-trail-of-100-giants-in-sequoia-national-forest, 305, 122, text/html
https://www.latimes.com/brandpublishing/story/2021-03-05/nominate-all-your-favorites-for-2021s-best-in-the-southland, 229, 101, text/html
https://www.latimes.com/topic/things-to-do, 327, 145, text/html
https://www.latimes.com/espanol/eeuu/articulo/2021-09-21/confirman-que-cadaver-hallado-es-de-joven-desaparecida-en-viaje-con-su-novio, 250, 83, text/html
https://www.latimes.com/games/daily-crossword?utm_campaign=games&utm_medium=homepagebarker&utm_source=LATIMES, 239, 115, text/html
https://www.latimes.com/entertainment-arts/music/story/2021-02-24/wandavision-all-about-agatha-theme-song, 294, 152, text/html
https://www.latimes.com/espanol/eeuu/articulo/2021-09-20/covid-19-iguala-numero-de-muertes-de-fiebre-espanola-en-eeuu, 244, 84, text/html
https://www.latimes.com/california/story/2021-09-17/viral-tiktok-trend-prompts-school-vandalism, 267, 127, text/html
https://www.latimes.com/sports/rams/story/2021-09-17/college-football-hall-of-famer-ex-ram-roger-brown-dies-84, 246, 131, text/html
https://www.latimes.com/lifestyle/story/2021-09-04/la-affairs-we-agreed-to-break-up-before-college, 295, 136, text/html
https://www.latimes.com/politics/story/2021-09-20/after-california-recall-is-white-house-next-for-newsom, 285, 134, text/html
https://www.latimes.com/topic/times-investigations, 299, 126, text/html
https://www.latimes.com/espanol/eeuu/articulo/2021-09-22/la-real-estate-what-houses-can-you-buy-one-million, 258, 88, text/html
https://www.latimes.com/people/jon-healey, 244, 121, text/html
https://www.latimes.com/california/latino-life, 323, 143, text/html
https://www.latimes.com/espanol/mexico/articulo/2021-09-21/gobierno-mexicano-afirma-que-tercera-ola-de-covid-hila-8-semanas-de-reduccion, 250, 83, text/html
https://www.latimes.com/style/laaffairs/la-hm-la-affairs-camille-hove-20181020-story.html, 268, 133, text/html
https://www.latimes.com/california/story/2021-09-22/lapd-arrest-suspect-wi-spa-attack, 274, 124, text/html
https://www.latimes.com/sports/dodgers/story/2021-09-21/max-scherzer-dodgers-dominant-run-clubhouse-fit-cy-young-mlb, 308, 122, text/html
https://www.latimes.com/politics/story/2021-09-21/democrats-spending-infrastructure-on-track, 271, 126, text/html
https://www.latimes.com/entertainment-arts/tv/story/2021-09-21/american-crime-story-impeachment-ann-coulter-matt-drudge, 322, 138, text/html
https://www.latimes.com/environment, 356, 156, text/html
https://www.latimes.com/california/story/2021-09-09/archbishop-carl-bean-founder-of-lgbtq-church-movement-and-aids-dies-after-lengthy-illness, 279, 127, text/html
https://www.latimes.com/california/story/2021-09-22/caitlyn-jenner-campaign-whats-next, 307, 143, text/html
https://www.latimes.com/espanol/articulo/2021-09-22/figuras-del-hiphop-promueven-la-deteccion-del-cancer-colorrectal-en-latinos, 243, 81, text/html
https://www.latimes.com/entertainment-arts/story/2021-09-17/paul-f-tompkins-variety-show-lodge-room, 293, 130, text/html
https://www.latimes.com/espanol/deportes/articulo/2021-09-22/america-vs-chivas-cuando-a-que-hora-y-donde-ver-el-clasico-de-la-liga-mx, 255, 82, text/html
https://www.latimes.com/travel/story/2021-09-10/hiking-guide-california-trans-catalina-trail, 308, 132, text/html
https://www.latimes.com/politics/story/2020-12-27/unemployment-benefits-expire-for-millions-as-trump-rages, 280, 131, text/html
https://www.latimes.com/local/obituaries/la-me-jean-shepherd-19991017-story.html, 267, 125, text/html
https://www.latimes.com/obituaries/story/2021-09-16/jane-powell-hollywood-golden-age-star-who-danced-with-fred-astaire-dies-at-92, 274, 126, text/html
https://www.latimes.com/topic/la-affairs, 316, 146, text/html
https://www.latimes.com/politics/story/2021-09-20/threats-members-of-congress, 288, 136, text/html
https://www.latimes.com/entertainment-arts/tv, 297, 139, text/html
https://www.latimes.com/california/newsletter/2021-09-22/obituary-sister-viral-karen-sydow-essential-california, 273, 137, text/html
https://www.latimes.com/opinion/story/2021-07-29/the-federal-debt-limit-political-drama, 268, 132, text/html
https://www.latimes.com/entertainment-arts/movies, 302, 144, text/html
https://www.latimes.com/science, 347, 144, text/html
https://www.latimes.com/espanol/entretenimiento, 272, 94, text/html
https://www.latimes.com/espanol/eeuu/articulo/2021-09-16/el-regreso-a-las-escuelas-un-caos-sin-precedentes, 230, 81, text/html
https://www.latimes.com/sports/hockey/story/2021-09-22/elliott-no-more-excuses-kings-must-make-playoffs-this-season, 266, 135, text/html
https://www.latimes.com/california/story/2021-09-10/election-chiefs-wary-of-california-recall-vote-fraud-claims, 320, 141, text/html
https://www.latimes.com/obituaries/story/2021-09-13/george-wein-co-founder-newport-jazz-festival-dies, 277, 128, text/html
https://www.latimes.com/politics/story/2021-09-20/democrats-take-on-biden-agenda-gop-stands-by, 287, 129, text/html
https://www.latimes.com/california/story/2021-04-19/the-times-podcast?utm_campaign=the_times&utm_medium=homepagebarker&utm_source=on_site, 273, 122, text/html
https://www.latimes.com/espanol/articulo/2021-09-21/los-hispanos-registran-menor-incidencia-de-cancer-que-los-blancos-en-eua, 248, 84, text/html
https://www.latimes.com/projects/coronavirus-lives-lost-in-california/, 1280, 70, text/html
https://www.latimes.com/entertainment-arts/awards/story/2020-12-02/the-envelope-podcast, 278, 125, text/html
https://www.latimes.com/politics/story/2021-09-20/what-would-happen-if-congress-didnt-raise-the-federal-debt-limit?_amp=true, 257, 125, text/html
https://www.latimes.com/lifestyle/story/2019-10-31/la-affairs-molly-thornton, 276, 131, text/html
https://www.latimes.com/travel/story/2021-09-17/its-a-dogs-life, 326, 144, text/html
https://www.latimes.com/lifestyle/story/2021-09-17/comic-finding-the-covid-vaccine-line-2021, 292, 118, text/html
https://www.latimes.com/california/story/2021-09-21/la-me-attorney-general-student-debt-relief-fraud, 272, 125, text/html
https://www.latimes.com/california/photography, 613, 195, text/html
https://www.latimes.com/espanol/california, 275, 91, text/html
https://www.latimes.com/business/story/2021-08-11/gop-again-toys-with-debt-ceiling, 303, 145, text/html
https://www.latimes.com/podcast/trials-of-frank-carson-podcast?utm_campaign=frank_carson&utm_medium=homepagebarker&utm_source=on_site, 275, 125, text/html
https://www.latimes.com/california/story/2021-09-20/city-atty-mike-feuer-wants-to-double-the-size-of-the-city-council-pay-each-member-less, 276, 132, text/html
https://www.latimes.com/lifestyle/image/story/2021-09-16/kids-of-immigrants-lifts-l-a-fashion-with-community-love, 321, 125, text/html
https://www.latimes.com/politics/newsletter/2021-09-17/after-a-summer-of-criticism-political-pressure-on-kamala-harris-eases-for-now-essential-politics, 284, 147, text/html
https://www.latimes.com/california/story/2021-09-21/patt-morrison-splitting-california, 318, 142, text/html
https://www.latimes.com/espanol/entretenimiento/articulo/2021-09-22/vargas-llosa-dice-que-el-socialismo-radical-no-es-la-solucion-para-america, 246, 81, text/html
https://www.latimes.com/b2b/finance, 662, 216, text/html
https://www.latimes.com/recipe/knafeh-nabulseyeh, 322, 125, text/html
https://www.latimes.com/espanol/eeuu/articulo/2021-09-21/biden-asegura-que-el-poder-militar-de-eeuu-solo-debe-ser-el-ultimo-recurso, 223, 78, text/html
https://www.latimes.com/business/story/2021-09-22/america-not-facing-a-civil-war-just-a-loudmouthed-extremism, 319, 150, text/html
https://www.latimes.com/projects/california-coronavirus-cases-tracking-outbreak/covid-19-vaccines-distribution/, 380, 109, text/html
https://www.latimes.com/entertainment-arts/music, 301, 146, text/html
https://www.latimes.com/about/marketing/los-angeles-times-for-students-and-educators, 205, 111, text/html
https://www.latimes.com/recipe/list/7-recipes-for-national-chocolate-chip-day, 361, 138, text/html
https://www.latimes.com/world-nation/story/2020-10-20/robert-redfords-son-james-dies-of-liver-cancer-at-58, 267, 129, text/html
https://www.latimes.com/projects/california-coronavirus-cases-tracking-outbreak/assets/meta/favicon-32x32.33f0b2a8.png, 0, 0, image/png
https://www.latimes.com/recipe/list/quesadillas-are-humble-icons-of-hispanic-heritage, 359, 139, text/html
https://www.latimes.com/california/newsletter/2021-09-20/8-to-3-instagram-8-to-3, 276, 144, text/html
https://www.latimes.com/lifestyle/story/2021-06-26/la-affairs-this-was-supposed-to-be-my-pandemic-love-story-teah-strandjord, 297, 133, text/html
https://www.latimes.com/projects/california-coronavirus-cases-tracking-outbreak/assets/meta/apple-touch-icon.e83440be.png, 3, 0, image/png
https://www.latimes.com/lifestyle/image/story/2021-09-16/sami-miro-knows-the-secret-to-making-sustainable-fashion-work-make-it-look-good, 317, 126, text/html
https://www.latimes.com/recipe/pistachio-crusted-quail, 317, 126, text/html
https://www.latimes.com/projects/california-coronavirus-cases-tracking-outbreak/reopening-across-counties/, 812, 106, text/html
https://www.latimes.com/projects/california-coronavirus-cases-tracking-outbreak/assets/meta/favicon-16x16.5f113307.png, 0, 0, image/png
https://www.latimes.com/homeless-housing, 317, 147, text/html
https://www.latimes.com/espanol/mexico/articulo/2021-09-21/lopez-obrador-reproduce-mensaje-de-biden-sobre-evasion-fiscal-de-los-ricos, 240, 82, text/html
https://www.latimes.com/entertainment-arts/awards, 321, 151, text/html
https://www.latimes.com/lifestyle/image/story/2021-05-26/issue-2-l-a-we-see-you-editors-note, 281, 120, text/html
https://www.latimes.com/recipe/list/12-key-recipes-to-up-your-grilling-game, 386, 145, text/html
https://www.latimes.com/projects/larger-than-life-podcast/, 56, 48, text/html
https://www.latimes.com/california/story/2021-07-20/how-to-get-covid19-vaccine-southern-california-us, 329, 180, text/html
https://www.latimes.com/lifestyle/image/story/2021-09-16/trend-analysis-the-gentrifier-skinny-jeans-wars-of-northeast-los-angeles, 303, 129, text/html
https://www.latimes.com/sports/ucla/story/2021-09-14/nan-wooden-daughter-john-wooden-ucla-obit, 249, 131, text/html
https://www.latimes.com/california/story/2021-09-13/police-respond-to-san-diego-county-high-school-after-student-protest-escalates, 276, 135, text/html
https://www.latimes.com/recipe/pistachio-nut-brittle, 315, 125, text/html
https://www.latimes.com/projects/man-in-the-window-podcast/, 40, 42, text/html
https://www.latimes.com/entertainment-arts/business/story/2021-09-22/california-man-charged-with-perjury-in-hollywood-execs-suit, 272, 128, text/html
https://www.latimes.com/espanol/deportes/articulo/2021-09-22/clubes-pueden-buscar-otras-estructuras-advierte-atletico, 253, 82, text/html
https://www.latimes.com/about/public-affairs, 187, 108, text/html
https://www.latimes.com/opinion/story/2021-09-22/granderson-the-nfl-should-stop-running-from-its-racial-history?_amp=true, 226, 106, text/html
https://www.latimes.com/california/story/2021-09-02/la-county-coronavirus-outbreaks-increase-in-l-a-county-schools, 303, 130, text/html
https://www.latimes.com/local/obituaries/la-me-ralph-albertazzie-20110820-story.html, 779, 293, text/html
https://www.latimes.com/about/for-the-record/story/2021-09-02/la-a4-correx-20210902, 223, 119, text/html
https://www.latimes.com/entertainment-arts/movies/story/2021-08-13/coda-film-deaf-sign-language-hollywood, 314, 122, text/html
https://www.latimes.com/california, 425, 197, text/html
https://www.latimes.com/recipe/list/fresh-pistachios-in-season-worth-the-search?_amp=true, 255, 114, text/html
https://www.latimes.com/espanol/deportes, 267, 95, text/html
https://www.latimes.com/projects/la-me-dirty-john/, 176, 39, text/html
https://www.latimes.com/politics/story/2021-08-27/mask-mandates-women-voters-newsom-recall-elder, 312, 136, text/html
https://www.latimes.com/topic/theater, 310, 147, text/html
https://www.latimes.com/entertainment-arts/music/story/2021-09-22/closing-arguments-begin-in-the-r-kelly-sex-trafficking-trial, 299, 130, text/html
https://www.latimes.com/entertainment-arts/tv/story/2021-09-14/norm-macdonald-death-obituary, 318, 139, text/html
https://www.latimes.com/entertainment-arts/tv/story/2020-04-29/cant-stop-watching-podcast-tv-shows, 273, 123, text/html
https://www.latimes.com/lifestyle/story/2020-07-18/l-a-affairs-what-i-learned-from-going-on-46-bad-blind-dates, 291, 132, text/html
https://www.latimes.com/food/story/2021-09-09/mama-lina-cooks-lebanese-comfort-food-instagram-bill-addison, 285, 134, text/html
https://www.latimes.com/about/reading-by-9, 213, 120, text/html
https://www.latimes.com/recipe/list/13-essential-summer-corn-recipes, 389, 144, text/html
https://www.latimes.com/projects/room-20-podcast/, 26, 36, text/html
https://www.latimes.com/business/story/2020-02-14/la-fi-california-independent-contractor-small-business-ab5, 314, 141, text/html
https://www.latimes.com/obituaries/story/2021-09-09/michael-constantine-father-of-the-bride-in-my-big-fat-greek-wedding-dies, 269, 126, text/html
https://www.latimes.com/california/story/2021-09-09/911-anniversary-californians-deaths-war-on-terror, 362, 135, text/html
https://www.latimes.com/food/story/2021-09-09/looking-beyond-the-simple-approach-to-figs, 296, 133, text/html
https://www.latimes.com/entertainment-arts/tv/story/2021-08-23/lee-daniels-the-wonder-years-ms-pat-our-kind-of-people-empire, 319, 141, text/html
https://www.latimes.com/recipe/list/12-easy-recipes-for-ice-pops-to-beat-the-heat, 382, 143, text/html
https://www.latimes.com/california/story/2021-09-01/cal-state-to-launch-new-stem-focused-hub-at-csun, 268, 124, text/html
https://www.latimes.com/entertainment-arts/story/2021-08-24/los-angeles-theaters-99-seat-covid-delta-variant, 302, 145, text/html
https://www.latimes.com/obituaries/story/2020-07-05/broadway-actor-nick-cordero-obit-coronavirus, 286, 140, text/html
https://www.latimes.com/science/story/2021-09-15/republicans-roll-back-public-health-powers-amid-pandemic, 328, 171, text/html
https://www.latimes.com/about/studios/jejuqszuoxg-123, 222, 115, text/html
https://www.latimes.com/archives/la-xpm-1998-sep-30-fo-27713-story.html, 220, 114, text/html
https://www.latimes.com/california/story/2021-09-13/la-unified-student-vaccine-mandate-outlier-or-forerunner, 310, 136, text/html
https://www.latimes.com/entertainment/tv/showtracker/la-et-clarissa-explains-it-all-mitchell-kriegman-novel-20151209-column.html, 336, 137, text/html
